City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,athabasca,54.7169,-113.2854,-13.77,89,100,1.12,CA,1675196159
329,hambantota,6.1241,81.1185,24.46,89,97,1.6,LK,1675196192
330,yelabuga,55.7613,52.0649,-2.25,92,95,6.59,RU,1675196195
331,troy,42.6056,-83.1499,-6.21,60,40,1.54,US,1675196109
332,bastia,42.6667,9.3333,9.61,82,0,1.54,FR,1675195717
333,altamira,-3.2033,-52.2064,33.05,49,40,1.03,BR,1675196208
334,jacareacanga,-6.2222,-57.7528,23.99,90,98,0.4,BR,1675195747
335,srandakan,-7.9386,110.2506,24.89,89,100,2.09,ID,1675196210
336,severnyy,50.677,36.5532,-0.98,80,75,3.0,RU,1675196211
337,morro bay,35.3658,-120.8499,17.82,52,0,1.34,US,1675196140
338,meybod,32.2501,54.0166,15.01,41,100,3.52,IR,1675196213
339,stoke-on-trent,53.0042,-2.1854,6.36,66,9,3.58,GB,1675195907
340,hamilton,39.1834,-84.5333,-1.54,73,100,3.09,US,1675195979
341,gewane,10.1664,40.6453,25.97,32,6,3.74,ET,1675196214
342,minab,27.1467,57.0801,18.33,79,7,0.97,IR,1675196215
343,dongning,44.0622,131.1207,-11.61,97,100,0.68,CN,1675196216
344,lasa,46.6166,10.7002,5.49,64,77,3.77,IT,1675196216
345,bredy,52.4153,60.3411,-16.35,91,20,3.28,RU,1675196217
346,amahai,-3.3333,128.9167,25.41,84,91,2.67,ID,1675196218
347,maceio,-9.6658,-35.7353,24.69,88,100,6.69,BR,1675196172
348,port moresby,-9.4431,147.1797,23.68,94,40,2.57,PG,1675196219
349,port hedland,-20.3167,118.5667,27.03,83,26,0.51,AU,1675195957
350,rosetown,51.5501,-108.0014,-14.01,72,97,1.54,CA,1675196220
351,hami,42.8,93.45,-3.35,32,100,0.51,CN,1675196220
352,gat,31.61,34.7642,11.89,100,46,4.04,IL,1675196221
353,eydhafushi,5.1033,73.0708,26.8,76,100,5.01,MV,1675196222
354,mbanza-ngungu,-5.25,14.8667,21.44,89,99,1.61,CD,1675196228
355,puerto narino,-3.7703,-70.3831,27.7,85,37,1.32,CO,1675196235
356,mackay,-21.15,149.2,25.38,89,100,4.93,AU,1675196127
357,ostrovnoy,68.0531,39.5131,-3.65,92,97,3.04,RU,1675196192
358,kolosovka,56.4678,73.611,-17.87,95,21,2.9,RU,1675196244
359,kamenka,51.3223,42.7678,-0.57,98,100,4.31,RU,1675196247
360,katobu,-4.9408,122.5276,24.3,93,100,1.16,ID,1675195933
361,jesus carranza,17.4333,-95.0333,28.17,60,34,2.13,MX,1675196252
362,batagay,67.6333,134.6333,-31.03,99,100,1.45,RU,1675196255
